gene,papillary 1,reticular 1, papillary 2, reticular 2, papillary 3, reticular 3
PCDH9-AS3,0.0,0.0,0.015662561445,0.0,0.0128418267421,0.0
PCDH9-AS4,0.0,0.0306018261654,0.0183403542082,0.0,0.0,0.0
PCDHA1,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA10,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA11,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA12,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA13,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA2,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA3,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA4,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA5,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA6,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA7,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA8,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHA9,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHAC1,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHAC2,0.0318478592146,0.0317896453929,0.138798451817,0.019589745454,0.0417205527174,0.0294439251051
PCDHB1,0.0,0.000319385120396,0.00549430788998,0.0108174000868,0.0,0.00109873560027
PCDHB10,0.0276413581124,0.0256719488969,0.0434074302145,0.00644003043156,0.0264206984071,0.013314627556
PCDHB11,0.20911371685,0.199155112961,0.169944298235,0.133193547788,0.119130969767,0.111967892503
PCDHB12,0.0117331894731,0.00570641447421,0.00994903550945,0.00435664157349,0.00605476028979,0.0060968767531
PCDHB13,0.00990418243916,0.0254170748582,0.00914804473781,0.00828687667375,0.00460658051812,0.00629667400046
PCDHB14,0.0122396539391,0.0074438961452,0.00739495804184,0.0134660631188,0.0137267804544,0.00443972634291
PCDHB15,0.00298423102444,0.0174647857128,0.000922652449769,0.00209844013483,0.000864191916704,0.00560111225408
PCDHB16,0.0240308904684,0.0619295341297,0.0702249190033,0.0230397972993,0.0399577559535,0.0442012761753
PCDHB17,0.0,0.0,0.0,0.0,0.0,0.0
PCDHB18,0.00285928157584,0.000440070509015,0.0132728327669,0.0,0.00698893780638,0.0
PCDHB19P,0.0110704201434,0.0152909860197,0.0296325229865,0.00874583014497,0.00529160427618,0.00888259061841
PCDHB2,0.016165035315,0.011197135385,0.024781175985,0.0169627661715,0.0119866383574,0.0104772301743
PCDHB3,0.0102051172674,0.00922246815943,0.016595440594,0.00747652895381,0.0146336423433,0.00525257357452
PCDHB4,0.0626015086003,0.0717744019424,0.07718261103,0.0604930918996,0.0734923429737,0.0523228633328
PCDHB5,0.0199388018051,0.0196733505995,0.00505013082322,0.0,0.0104190711285,0.00839499050369
PCDHB6,0.0130128137839,0.00925629494408,0.00632007615537,0.00277724742795,0.00412658555539,0.00840064411753
PCDHB7,0.00228818651775,0.00827373654711,0.0130798651109,0.00348153342497,0.00538370044983,0.00759797314665
PCDHB8,0.00541715908423,0.00548597842729,0.00190654565727,0.0,0.00557340664538,0.000954116705304
PCDHB9,0.0215452927561,0.0286592935591,0.062771327926,0.0171696978826,0.0227878144886,0.0228631559386
PCDHGA1,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA10,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA11,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA12,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA2,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA3,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA4,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA5,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA6,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA7,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA8,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGA9,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGB1,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGB2,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGB3,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGB4,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGB5,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGB6,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGB7,0.117574086755,0.217987259014,0.26626777769,0.117718315307,0.25285015847,0.26131490372
PCDHGB8P,0.000764214132959,0.0072433111096,0.00243631024201,0.00153421180663,0.00133985657231,0.00571943391871
PCDHGC3,0.359894945535,0.396768504765,0.317960799101,0.21867464755,0.253298790544,0.323546831794
PCDHGC4,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCDHGC5,0.117574086755,0.218126445137,0.26650429963,0.117819233473,0.253074253832,0.261537023288
PCED1A,0.300261048449,0.395654496776,0.410874586566,0.179129424136,0.298910466731,0.221889362405
PCED1B,0.471894568631,0.414170869512,0.479977187463,0.121791470114,0.203964723678,0.115519229786
PCED1B-AS1,1.37510856971,1.26589554237,1.25641152272,0.423275485246,0.570552965694,0.269083278467
PCF11,1.6554036982,1.6670148638,0.980584779577,1.99781993036,2.05295754792,1.21495618961
PCGEM1,0.0,0.0,0.0,0.012352998813,0.0,0.0
PCGF1,1.0979306111,1.71430230107,1.24071867047,1.06993564898,1.41446970511,1.08783287563
PCGF2,0.424137987191,0.623853425665,0.464086107606,0.344765340095,0.541266895268,0.0
PCGF3,0.226576684672,0.144450993001,0.158424361741,0.104823885235,0.131473083177,0.154579009083
PCGF5,0.463969902749,0.35797975172,0.290232572919,0.4753415936,0.380275210084,0.212640692821
PCGF6,0.105907691481,0.100558230663,0.15719075842,0.0620716702206,0.0653292947263,0.0930737042362
PCID2,1.47658049325,1.3801180729,1.35790286002,1.45402205458,1.57684664182,1.20541429739
PCIF1,0.196462031321,0.645855018701,0.744005533637,0.527986501866,0.735486440686,0.578095147611
PCK1,0.00571134274367,0.117951544258,0.0587346054189,0.0286647717281,0.162492294032,0.115800762604
PCK2,0.267476459043,0.396704161144,0.489403507034,0.446851630765,0.38790431199,0.437724940702
PCLO,0.0341766749781,0.0823944566419,0.188435686942,0.144046354812,0.131654248557,0.140951970739
PCM1,1.46033122605,1.82413494229,1.34455167309,1.09239769269,1.58837311337,1.37100193999
PCMT1,2.37402817051,3.41204521701,4.18216395217,3.78504715378,4.01403321686,4.36496773052
PCMTD1,0.924857349598,1.06917563517,0.946039634549,1.00430156805,1.35682391411,1.51215143303
PCMTD2,0.717922850808,1.44514222695,0.901804800926,0.79496509205,1.03172240086,1.24108525345
PCNA,2.51118904022,3.15275995118,2.66008473842,2.75946520055,2.77655592455,2.76685581148
PCNA-AS1,2.5882234695,3.24451080383,2.72962348677,2.77013845813,2.83991647641,2.8166324743
PCNAP1,0.00266081379587,0.0,0.0165259341395,0.0,0.00438620268232,0.00269680170578
PCNP,11.9371353815,11.0224419111,10.2068137766,7.45029577689,11.1739935391,11.7536172251
PCNT,0.487520216599,0.465103681009,0.586736954577,0.42269001613,0.499284742467,0.337194601282
PCNX,0.64075918795,0.381482959188,0.473578581914,0.302699989449,0.424219349517,0.40332976706
PCNXL2,0.137170134581,0.0972801171221,0.289233783662,0.200978713925,0.163531349528,0.195728663451
PCNXL3,0.0940470031471,0.140954553903,0.089549784448,0.0693874604894,0.138130729566,0.0551616784754
PCNXL4,0.390413951503,0.440195499456,0.346895615697,0.291702486873,0.383898094339,0.340923288682
PCOLCE,4.40954937817,5.07328169569,8.01744537829,2.82997937504,5.63919395629,4.09542489181
PCOLCE-AS1,0.0515948425106,0.705592852555,1.2705610106,0.096076976651,0.944632371202,0.430818902591
PCOLCE2,0.976707466704,0.90430217856,0.81467694602,0.935216842401,0.564831566463,1.24449324369
PCP2,0.00575138102269,0.0220118398733,0.0148856983974,0.0182556179204,0.04810986799,0.0429294688857
PCP4,0.0500412952045,8.10540369034,7.87500537322,1.08063896233,7.79919983799,3.15493827494
PCP4L1,0.00271186058332,0.00787061356412,0.0347928261828,0.0633165625412,0.0182971807591,0.0463811818046
PCSK1,0.0234545808673,0.0453360387635,0.0955315847113,0.048943050242,0.038236671326,0.0263030743088
PCSK1N,0.00414229253936,0.00420354755019,0.0141995749364,0.0158834335123,0.0124597729313,0.0104248426159
